LeafColor,LeafSize,StemThickness,BlossomSize,Texture,HealthStatus
5.386832391273407,2.1374157648131487,-1.641708778534127,-1.8146567324270837,5.309472114692784,Diseased
0.4208765480736636,-3.490361999594932,-0.3068917711801473,-0.526959116491778,1.1185944275096091,Healthy
-1.1103175649205457,2.0504432068322673,3.1654635211615343,0.8378026250331203,-1.1656905135283968,Diseased
-0.02738506459618195,1.6005296694103333,1.9330627980205604,-0.49917786522517427,-0.34957286219950956,Diseased
2.6636431998006227,0.9378051822537594,-0.2993099568440698,-1.7413188337543315,2.4974237974114244,Diseased
0.00501001873528284,1.7173943663756015,-0.5104060273782902,0.7360134141644774,0.441695951895442,Diseased
-1.6875387199351217,2.96995884940213,0.8087139980026847,1.3367436141541824,3.884668379057543,Healthy
-1.1640509105365169,2.754437750535915,0.4747299747552026,2.5486270576158816,2.3459280915645997,Healthy
1.4822116592607668,-1.0963269033438316,0.4067042193597983,-0.871499480882364,-0.03529921843099637,Healthy
1.3589799769710635,0.08111960722031575,-0.8430652507020173,-1.7149246078780043,1.2782156391460486,Diseased
1.9495360600675626,-0.2505505764035809,-1.1229807653219086,-1.1503547747916478,0.9988744029762833,Diseased
-0.8152396620949769,-0.9215497906765011,2.75451321577649,0.11537925803330529,-2.6328135595067694,Healthy
-0.4447277831551504,2.162040523577083,5.052308868911994,-4.514591370639744,2.816355329065633,Diseased
-0.08082806611339288,-2.030430590685785,-1.3471321621884675,-1.315908598277612,0.4770328779557098,Diseased
-0.7475908601679886,-0.41063476110804586,1.8755658726711464,0.3968012065386929,-0.3810307930184309,Healthy
-1.593731020391672,-2.2671751702341636,2.6165535915171265,-1.1706386179437467,-2.807806270127454,Healthy
1.72128652671398,-0.7169518094743952,-0.2710670798242749,-1.7953523839859422,2.0919320890280115,Diseased
1.98406788577096,0.8932833993593294,2.4461678210715414,-1.6497563731656115,-1.5912686442415391,Healthy
-2.364841430879861,-0.972182586903225,-3.691735396841562,-1.710797130496441,3.1375089949897506,Diseased
-2.0935940075047683,3.715695148052171,0.5188272995790664,1.6083576791355174,0.8998773984197374,Diseased
-0.3899232177765104,0.1411015753606616,1.8943601229067744,-1.7295428254827983,0.12628239793173457,Diseased
-0.20207214679203545,0.44160048709474764,3.1647900817905397,-1.7372840920289807,1.9479325616841603,Diseased
-1.3179007126293467,1.2198052411159788,0.7692723790227739,1.0054933217194184,0.4700480613382412,Healthy
0.24373059961824772,-0.5025765327330582,2.434353969817816,-2.8825369582903884,2.8752969275633995,Diseased
-0.11698634092118787,-1.4703470326184633,2.2331254527975,1.60275041684756,3.7427682971916303,Healthy
1.0045880529057098,0.9173094923649991,0.6802205046883492,-0.8014953383894103,0.8178934514375779,Diseased
1.4731198099945926,-2.4976566500114368,0.1024498357265129,-0.4680748203294469,1.0558733695690294,Diseased
-1.649468673584959,3.2851780916344273,-0.4073673068953163,0.9829226479015811,0.4808161287271504,Healthy
2.0321019089098815,-0.6047078488818172,-0.8956714900921863,0.29217418999365163,1.4131664731108886,Diseased
0.6469437823507123,-2.9797477789208324,-0.7347548991400501,0.06378872412989067,1.2122486290977492,Diseased
2.051381422074196,-0.47123889837241206,-1.0833040247459151,-0.9550772580779692,1.4463674061685137,Diseased
-1.2310926435380232,3.3289275346280403,-0.5430757565585278,1.0002215943713972,1.1599279108671887,Healthy
1.099074654161981,2.300845998570028,0.8637151271729591,-1.0695112187562013,-0.18889263909437282,Diseased
1.119113721014752,0.6688733221896513,0.10356467269596181,0.41759307460502937,0.27781294318276717,Diseased
0.4830350926496705,-0.13177291773976574,0.04101418228048215,0.011929978753163373,0.3745028569500458,Healthy
2.2645273876115564,-1.258799315668042,-0.018080036199102367,-0.5122646383379976,-0.16576444035840443,Diseased
3.279325490963803,0.7116110067112509,0.305928569801617,-2.721768138511595,5.018170453254686,Diseased
0.16993760334255137,-2.4135644498971724,1.8719612505895662,-3.616596582859594,-1.2225234387711859,Healthy
-2.3875779870754252,2.148856241248443,1.245206714761594,0.6702463949012889,-1.6375526051063596,Healthy
-1.4326250221923926,2.2826181279097355,0.4423235294801151,1.0562593287944704,0.8545360023210379,Healthy
-1.348437850634493,-1.4933210383882742,2.757089009387549,0.7836548531984934,0.5001116328757904,Healthy
-1.6783192721456262,0.12318433213083879,2.147503933628574,0.37300908763676877,-2.016256320408623,Healthy
1.5342373432907432,1.0514696677747724,0.5763827863878096,-1.2407034797224035,1.3784311423015796,Diseased
0.41488853502562684,-0.9630866634173871,1.3587912700980704,1.3024858260649381,3.285919225071811,Healthy
3.0456071884804286,-0.5840094019875003,0.16415207000369691,0.2824287448628342,1.760453732733678,Diseased
-0.8892957765250017,4.995900267217523,-1.4694214240671406,1.911328912893942,3.773236852868356,Healthy
0.1541870030981607,-0.0263021216825311,-1.7569436052848282,-2.5013674135181247,-0.21822388741263832,Diseased
0.7699074926033707,-0.4917167430302096,0.6596261118187452,-2.153146311173243,1.2271694563364364,Diseased
1.7404397382747558,0.20207181795573514,0.6881564942740208,-2.790881074412054,2.6732871526145567,Diseased
1.4093587949589232,0.34354914288921035,-0.426235130508997,-2.900377228154614,0.005257148874141304,Diseased
-0.4213342788768324,-2.462511409249523,2.9074650535604674,0.9967302027883923,1.5881351624587767,Healthy
-0.22034756734284322,-4.634382437637006,-1.1369733100268116,1.206365844262256,2.049581251324378,Diseased
1.0931626222553554,1.9243989557949273,0.2607653107060467,0.5650822489485987,-0.43009855492841154,Diseased
-2.988088833116529,-0.03579672987406024,-4.505769557236041,-2.7532893954058086,1.7153197608322353,Diseased
3.0605906077812532,4.179143227028863,2.532469413718496,-2.305380070550873,4.656059656791876,Diseased
-0.2781751876761511,1.1252123891602126,2.6078924662422946,-1.8800227998640602,0.45310990537427087,Healthy
0.04145696245048336,-1.4352884738754916,-1.5388505802470096,-1.5393320024745623,-0.087468418780549,Diseased
-1.1233609472230717,0.13180878694500164,1.709672493892605,0.7101312032611362,0.9686046305096883,Healthy
0.06957978253541341,-0.5374929499133525,1.168657740315124,0.8158711400495445,1.4013449685520978,Healthy
-0.49943067839385746,1.7610293304045683,0.958632448788087,1.9122536740859577,4.491012637680937,Healthy
0.7977313536876658,-0.6392090943827258,1.1506853032318727,-2.0635769830164477,2.176605626619647,Diseased
-0.12616730138184207,-1.8116015305226902,0.8872856240988161,-2.302693963444656,-1.6231780308895432,Healthy
3.796458009701721,-2.523524448175576,1.8570661000547641,0.5245957639656986,0.8855170985148066,Diseased
-0.5100185147001757,0.2624532850601482,0.9780249778119396,-0.24847364612610479,-1.3993198009512704,Diseased
1.0971442623210672,-4.257163402687122,0.04618314693330383,0.7494333076294737,0.7615843971199425,Diseased
-0.8314967721356317,-1.6418608646982906,-2.5792180433069554,-0.17261847418347587,3.575413299288874,Diseased
-0.45681996804784863,1.4976818981264641,3.1459587576018,-1.3463464085374,0.5928636224507109,Diseased
0.11286872045119245,1.362799562180634,-0.8164004196079617,0.6811026187170215,0.8511537252878307,Healthy
2.573101288788098,0.8571135809658692,1.3828466007945301,-3.49590423488581,4.771924251050946,Diseased
-0.3040596643518707,2.600208025619469,2.9791703658513637,-1.6186057655435828,-0.24845242893104125,Diseased
2.1818735158290306,0.9021961745440387,0.969714965241862,-2.6788289596263493,3.5082952447733238,Diseased
-0.69633474976322,0.3013641073151473,1.0415712021226922,-0.7054603408992273,-0.849374886013448,Healthy
-0.8563379919799939,0.8134608332841138,0.7320889938264117,1.2332365494674582,0.5711175079747786,Healthy
-0.12261228068159402,0.8865153228499228,0.3439389576554909,1.637910181816014,3.155040432282909,Healthy
1.5245874089112574,-1.5773204537747958,0.0630089875622053,-1.4826202525742074,0.1961705540724923,Healthy
2.8402455151311905,0.13821310245674834,0.8125333089625114,0.31444539441532826,0.4937053561784963,Healthy
0.6043045933170268,-1.3502432997815133,0.43739567184874706,1.3438083953783666,-0.508546655394797,Healthy
2.621878857180691,0.6714869423729721,-0.40831699779520525,-1.6057419785217704,2.573514164172843,Diseased
0.6730286073586098,-1.0357451518979346,-0.5213317473390946,-2.293866128758577,1.0185010703658268,Diseased
1.5831520166455366,-0.4146910937607474,-0.18882514759076074,-0.8903433835721483,-1.053769454705468,Healthy
1.1963247028278576,-3.860705732286255,-0.07914284414241168,0.92563401729746,1.7111850132285795,Diseased
1.6892346228185366,-0.47158044368498575,-1.5040414232685366,0.10845026679931857,-0.03108246936946224,Diseased
1.6074086547588502,-1.5140418710197392,0.9231672143058018,-2.2333154080242634,4.377775032879352,Diseased
0.664729200111599,0.9539686961416008,0.3953677194399797,-1.0106564797980406,-0.4151752594152711,Diseased
3.042510940966239,1.6375752380000095,-0.9131192144644511,-1.116557067597334,1.8494680511405461,Diseased
0.158661758479692,2.061630430093702,1.4898742493691843,0.7893124939872005,-0.8920715670311385,Diseased
-0.10112312733862128,-2.0977619914225016,1.9574694366415977,-2.4773823719559567,-1.4012490433032248,Diseased
1.667900995178607,1.15355272795997,-0.6222950084289134,-2.737553180080546,0.9212321310621109,Diseased
-1.5059241864465185,-2.74645027356829,1.536334802173064,-2.3002682872001774,-1.9099804538387168,Healthy
0.9796779781773227,2.8198028184512665,0.3041299613876839,0.35133897127655733,-1.4801375846080478,Diseased
2.5148272997933283,1.9080964198213963,-1.1899840953468839,-1.4313380634075001,-0.21794121145707157,Diseased
0.6431232305342245,-2.2905951395132256,-0.7919973032018135,-0.253333559808987,2.3458132797986497,Diseased
0.3742064465768129,-1.201346189359942,0.7391598481265241,-0.6543889192396999,-1.0966876296733479,Healthy
1.1135511962233182,2.114275595416781,0.6132327901098666,0.0416605958782259,-0.20574939792473756,Diseased
-2.9722001630483033,2.246723255800034,2.1693636986638536,1.4900542830178793,0.5022415194060326,Healthy
-1.3609089330727548,-2.187140410622246,2.688106325359599,-1.6419516255701807,-2.8205872191009966,Diseased
1.1671614289470416,0.9056901875511455,-1.2358727582617157,0.015723493812242695,1.7607673534427914,Healthy
0.40613980559202423,2.1632519319001844,-1.7473736482138924,-0.22338733354646267,-0.9830803580248406,Healthy
0.5975485543426409,-0.29383376685522333,0.15077117370991389,-1.7741010308153138,-0.08274931872454805,Diseased
1.3363090194549314,-0.4576132852973761,1.445144525237827,-1.646163392065394,-1.2263753703440652,Healthy
